Date,Close,Open,High,Low,%change,%rate
6/10/2016,1.1151,1.1205,1.1214,1.1139,-0.0049,-0.49
7/10/2016,1.1201,1.1151,1.1207,1.1103,0.0045,0.45
10/10/2016,1.1138,1.1196,1.1202,1.1128,-0.0056,-0.56
11/10/2016,1.1054,1.1136,1.1144,1.1047,-0.0075,-0.75
12/10/2016,1.1008,1.1053,1.1072,1.1003,-0.0042,-0.42
13/10/2016,1.1056,1.1004,1.1058,1.0983,0.0044,0.44
14/10/2016,1.0971,1.1056,1.1062,1.0968,-0.0077,-0.77
17/10/2016,1.0999,1.0975,1.1011,1.0965,0.0026,0.26
18/10/2016,1.0981,1.1,1.1029,1.097,-0.0016,-0.16
19/10/2016,1.0974,1.0981,1.1006,1.0955,-0.0006,-0.06
20/10/2016,1.093,1.0974,1.1041,1.0916,-0.004,-0.4
21/10/2016,1.0884,1.0929,1.0933,1.0859,-0.0042,-0.42
24/10/2016,1.0883,1.0879,1.0903,1.0861,-0.0001,-0.01
25/10/2016,1.0888,1.0882,1.0906,1.085,0.0005,0.05
26/10/2016,1.0909,1.0889,1.0947,1.0872,0.0019,0.19
27/10/2016,1.0897,1.0909,1.0945,1.0884,-0.0011,-0.11
28/10/2016,1.0987,1.0899,1.0995,1.0893,0.0083,0.83
31/10/2016,1.0981,1.0986,1.0994,1.0936,-0.0005,-0.05
1/11/2016,1.1056,1.0981,1.1071,1.0958,0.0068,0.68
2/11/2016,1.1097,1.1056,1.1126,1.1051,0.0037,0.37
3/11/2016,1.1105,1.1098,1.1128,1.1059,0.0007,0.07
4/11/2016,1.1138,1.1105,1.1146,1.108,0.003,0.3
7/11/2016,1.104,1.1137,1.1139,1.1029,-0.0088,-0.88
8/11/2016,1.1026,1.1042,1.107,1.1008,-0.0013,-0.13
9/11/2016,1.0909,1.1023,1.13,1.0903,-0.0106,-1.06
10/11/2016,1.0893,1.0911,1.0958,1.0866,-0.0015,-0.15
11/11/2016,1.0856,1.0897,1.0929,1.0833,-0.0034,-0.34
14/11/2016,1.0737,1.085,1.0852,1.0709,-0.011,-1.1
15/11/2016,1.0722,1.0736,1.0817,1.0711,-0.0014,-0.14
16/11/2016,1.069,1.0724,1.0764,1.0667,-0.003,-0.3
17/11/2016,1.0626,1.069,1.0746,1.0617,-0.006,-0.6
18/11/2016,1.0588,1.0625,1.0645,1.057,-0.0036,-0.36
21/11/2016,1.0629,1.0583,1.0652,1.0579,0.0039,0.39
22/11/2016,1.0626,1.0627,1.066,1.0583,-0.0003,-0.03
23/11/2016,1.056,1.0629,1.0646,1.0526,-0.0062,-0.62
24/11/2016,1.0554,1.0554,1.0587,1.0517,-0.0006,-0.06
25/11/2016,1.0587,1.0551,1.0631,1.0538,0.0031,0.31
28/11/2016,1.0615,1.0595,1.0686,1.0563,0.0026,0.26
29/11/2016,1.065,1.0615,1.0657,1.0565,0.0033,0.33
30/11/2016,1.0588,1.0649,1.0669,1.0554,-0.0058,-0.58
1/12/2016,1.0662,1.059,1.067,1.0584,0.007,0.7
2/12/2016,1.0673,1.0663,1.0692,1.0625,0.001,0.1
5/12/2016,1.0764,1.0674,1.0798,1.0505,0.0085,0.85
6/12/2016,1.0719,1.0764,1.0787,1.0698,-0.0042,-0.42
7/12/2016,1.0753,1.0721,1.077,1.0709,0.0032,0.32
8/12/2016,1.0615,1.0753,1.0873,1.0596,-0.0128,-1.28
9/12/2016,1.0562,1.0618,1.0632,1.0531,-0.005,-0.5
12/12/2016,1.0635,1.0551,1.0652,1.0524,0.0069,0.69
13/12/2016,1.0627,1.0635,1.0668,1.0603,-0.0008,-0.08
14/12/2016,1.0537,1.0627,1.0671,1.0495,-0.0085,-0.85
15/12/2016,1.0414,1.0536,1.0544,1.0366,-0.0117,-1.17
16/12/2016,1.0451,1.0419,1.0477,1.0402,0.0036,0.36
19/12/2016,1.0402,1.0442,1.048,1.0391,-0.0047,-0.47
20/12/2016,1.0387,1.0405,1.0419,1.0352,-0.0014,-0.14
21/12/2016,1.0425,1.0389,1.0452,1.0381,0.0037,0.37
22/12/2016,1.0437,1.0423,1.0501,1.0421,0.0012,0.12
23/12/2016,1.0457,1.0438,1.0469,1.0427,0.0019,0.19
26/12/2016,1.0456,1.0454,1.0473,1.0439,-0.0001,-0.01
27/12/2016,1.0457,1.0453,1.0465,1.0431,0.0001,0.01
28/12/2016,1.0412,1.0459,1.0484,1.0373,-0.0043,-0.43
29/12/2016,1.0492,1.0417,1.0494,1.0406,0.0077,0.77
30/12/2016,1.0516,1.0492,1.0654,1.0482,0.0023,0.23
2/1/2017,1.0459,1.0532,1.0534,1.0448,-0.0054,-0.54
3/1/2017,1.0406,1.0455,1.0492,1.0341,-0.0051,-0.51
4/1/2017,1.0488,1.0405,1.0501,1.0389,0.0079,0.79
5/1/2017,1.0607,1.0493,1.0619,1.0482,0.0113,1.13
6/1/2017,1.0533,1.0606,1.0624,1.0523,-0.007,-0.7
9/1/2017,1.0574,1.0539,1.0584,1.051,0.0039,0.39
10/1/2017,1.0554,1.0573,1.0628,1.0551,-0.0019,-0.19
11/1/2017,1.0582,1.0556,1.0624,1.0454,0.0027,0.27
12/1/2017,1.0613,1.0583,1.0687,1.0573,0.0029,0.29
13/01/2017,1.0644,1.0612,1.0674,1.0598,0.0029,0.29
16/01/2017,1.0603,1.0618,1.0638,1.058,-0.0039,-0.39
17/01/2017,1.0713,1.06,1.072,1.0595,0.0104,1.04
18/01/2017,1.0631,1.0713,1.0715,1.0625,-0.0077,-0.77
19/01/2017,1.0664,1.0629,1.0677,1.0588,0.0031,0.31
20/01/2017,1.0703,1.0667,1.0713,1.0627,0.0037,0.37
23/01/2017,1.0765,1.0687,1.0773,1.0686,0.0058,0.58
24/01/2017,1.0731,1.0763,1.0775,1.0718,-0.0032,-0.32
25/01/2017,1.0748,1.0734,1.0773,1.0713,0.0016,0.16
26/01/2017,1.0682,1.0746,1.0767,1.0657,-0.0061,-0.61
27/01/2017,1.0699,1.0685,1.0729,1.0661,0.0016,0.16
30/01/2017,1.0695,1.0692,1.0743,1.062,-0.0004,-0.04
31/01/2017,1.0798,1.0695,1.0814,1.0684,0.0096,0.96
1/2/2017,1.0769,1.0798,1.081,1.0731,-0.0027,-0.27
2/2/2017,1.0758,1.0766,1.0829,1.0753,-0.001,-0.1
3/2/2017,1.0784,1.0759,1.08,1.0714,0.0024,0.24
6/2/2017,1.075,1.0781,1.0801,1.0703,-0.0032,-0.32
7/2/2017,1.0681,1.075,1.0751,1.0654,-0.0064,-0.64
8/2/2017,1.0699,1.0682,1.0715,1.064,0.0017,0.17
9/2/2017,1.0656,1.0699,1.0711,1.065,-0.004,-0.4
10/2/2017,1.0641,1.0658,1.067,1.0609,-0.0014,-0.14
13/02/2017,1.0598,1.0633,1.0659,1.0591,-0.004,-0.4
14/02/2017,1.0577,1.0596,1.0633,1.056,-0.002,-0.2
15/02/2017,1.0601,1.0577,1.0611,1.0523,0.0023,0.23
16/02/2017,1.0674,1.06,1.0682,1.0588,0.0069,0.69
17/02/2017,1.0614,1.0675,1.0679,1.0605,-0.0056,-0.56
20/02/2017,1.0614,1.0618,1.0637,1.0606,0,0
21/02/2017,1.0537,1.0611,1.0618,1.0526,-0.0073,-0.73
22/02/2017,1.0556,1.0534,1.0574,1.0493,0.0018,0.18
23/02/2017,1.0581,1.0558,1.0598,1.0539,0.0024,0.24
24/02/2017,1.0563,1.0583,1.062,1.0557,-0.0017,-0.17
27/02/2017,1.0587,1.0562,1.0633,1.0551,0.0023,0.23
28/02/2017,1.0577,1.0587,1.0632,1.057,-0.0009,-0.09
1/3/2017,1.0547,1.0574,1.0589,1.0514,-0.0028,-0.28
2/3/2017,1.0507,1.0547,1.0551,1.0492,-0.0038,-0.38
3/3/2017,1.0623,1.0508,1.0626,1.0502,0.011,1.1
6/3/2017,1.0581,1.0617,1.0644,1.0575,-0.004,-0.4
7/3/2017,1.0566,1.0583,1.0603,1.0557,-0.0014,-0.14
8/3/2017,1.0541,1.0566,1.0576,1.0535,-0.0024,-0.24
9/3/2017,1.0577,1.0541,1.0617,1.0525,0.0034,0.34
10/3/2017,1.0672,1.0577,1.0702,1.0572,0.009,0.9
13/03/2017,1.0654,1.0671,1.0715,1.065,-0.0017,-0.17
14/03/2017,1.0604,1.0655,1.0664,1.0599,-0.0047,-0.47
15/03/2017,1.0735,1.0605,1.0743,1.0604,0.0124,1.24
16/03/2017,1.0766,1.0734,1.0772,1.0706,0.0029,0.29
17/03/2017,1.0738,1.0765,1.0784,1.0728,-0.0026,-0.26
20/03/2017,1.0739,1.074,1.0779,1.0725,0.0001,0.01
21/03/2017,1.0811,1.074,1.0822,1.072,0.0067,0.67
22/03/2017,1.0797,1.081,1.0827,1.0776,-0.0013,-0.13
23/03/2017,1.0783,1.0797,1.0807,1.0769,-0.0013,-0.13
24/03/2017,1.0799,1.0784,1.082,1.0761,0.0015,0.15
27/03/2017,1.0865,1.0797,1.0905,1.0795,0.0061,0.61
28/03/2017,1.0813,1.0864,1.0873,1.0797,-0.0048,-0.48
29/03/2017,1.0767,1.0811,1.0827,1.0739,-0.0043,-0.43
30/03/2017,1.0675,1.0766,1.0772,1.0671,-0.0085,-0.85
31/03/2017,1.0652,1.0675,1.0705,1.0652,-0.0022,-0.22
3/4/2017,1.0671,1.0661,1.0684,1.0644,0.0018,0.18
4/4/2017,1.0673,1.0669,1.0678,1.0635,0.0002,0.02
5/4/2017,1.0663,1.0672,1.069,1.0633,-0.0009,-0.09
6/4/2017,1.0644,1.0663,1.0686,1.0629,-0.0018,-0.18
7/4/2017,1.059,1.0644,1.0668,1.058,-0.0051,-0.51
10/4/2017,1.0596,1.0593,1.0609,1.0571,0.0006,0.06
11/4/2017,1.0602,1.0595,1.0631,1.0577,0.0006,0.06
12/4/2017,1.0666,1.0606,1.0677,1.0589,0.006,0.6
13/04/2017,1.0614,1.0664,1.0679,1.0609,-0.0049,-0.49
14/04/2017,1.0612,1.0615,1.0633,1.0606,-0.0002,-0.02
17/04/2017,1.0644,1.0615,1.0673,1.0604,0.003,0.3
18/04/2017,1.0734,1.0644,1.0737,1.0636,0.0085,0.85
19/04/2017,1.0711,1.073,1.0738,1.07,-0.0021,-0.21
20/04/2017,1.0717,1.0711,1.078,1.0709,0.0006,0.06
21/04/2017,1.0728,1.0719,1.0739,1.0682,0.001,0.1
24/04/2017,1.0867,1.089,1.0936,1.0819,0.013,1.3
25/04/2017,1.0926,1.0868,1.0951,1.0851,0.0054,0.54
26/04/2017,1.0903,1.0924,1.0951,1.0856,-0.0021,-0.21
27/04/2017,1.0873,1.0903,1.0933,1.0851,-0.0028,-0.28
28/04/2017,1.0897,1.0877,1.0949,1.0857,0.0022,0.22
1/5/2017,1.0899,1.0906,1.0924,1.0883,0.0002,0.02
2/5/2017,1.093,1.0901,1.0936,1.0889,0.0028,0.28
3/5/2017,1.0885,1.093,1.0939,1.0883,-0.0041,-0.41
4/5/2017,1.0985,1.0884,1.0987,1.0873,0.0092,0.92
5/5/2017,1.0998,1.0991,1.1003,1.0951,0.0012,0.12
8/5/2017,1.0924,1.0998,1.1024,1.0917,-0.0067,-0.67
9/5/2017,1.0873,1.0924,1.0934,1.0863,-0.0047,-0.47
10/5/2017,1.0868,1.0874,1.09,1.0853,-0.0005,-0.05
11/5/2017,1.0861,1.0869,1.0894,1.0838,-0.0006,-0.06
12/5/2017,1.0931,1.0863,1.0937,1.0857,0.0064,0.64
15/05/2017,1.0975,1.0926,1.0991,1.0922,0.004,0.4
16/05/2017,1.1082,1.0976,1.1098,1.0972,0.0097,0.97
17/05/2017,1.1159,1.1083,1.1163,1.1079,0.0069,0.69
18/05/2017,1.1103,1.116,1.1173,1.1075,-0.005,-0.5
19/05/2017,1.1207,1.1103,1.1214,1.1097,0.0094,0.94
22/05/2017,1.1238,1.1202,1.1265,1.1162,0.0028,0.28
23/05/2017,1.1183,1.1237,1.1269,1.1174,-0.0049,-0.49
24/05/2017,1.1219,1.1184,1.1222,1.1169,0.0032,0.32
25/05/2017,1.121,1.1218,1.1252,1.1193,-0.0008,-0.08
26/05/2017,1.1183,1.1211,1.1235,1.1159,-0.0024,-0.24
29/05/2017,1.1166,1.1178,1.1191,1.116,-0.0015,-0.15
30/05/2017,1.1185,1.1166,1.1208,1.1111,0.0017,0.17
31/05/2017,1.1244,1.1187,1.1254,1.1166,0.0053,0.53
1/6/2017,1.1213,1.1242,1.1258,1.1203,-0.0028,-0.28
2/6/2017,1.1282,1.1213,1.1287,1.1205,0.0062,0.62
5/6/2017,1.1254,1.1279,1.1286,1.1235,-0.0025,-0.25
6/6/2017,1.1277,1.1254,1.1286,1.124,0.002,0.2
7/6/2017,1.1257,1.1277,1.1284,1.1205,-0.0018,-0.18
8/6/2017,1.1214,1.1257,1.127,1.1195,-0.0038,-0.38
9/6/2017,1.1195,1.1216,1.124,1.1168,-0.0017,-0.17
12/6/2017,1.1203,1.1196,1.1235,1.1193,0.0007,0.07
13/06/2017,1.1216,1.1204,1.1225,1.1185,0.0012,0.12
14/06/2017,1.1218,1.121,1.1296,1.1191,0.0002,0.02
15/06/2017,1.1145,1.1219,1.1231,1.1132,-0.0065,-0.65
16/06/2017,1.1197,1.1143,1.1202,1.1138,0.0047,0.47
19/06/2017,1.1149,1.1199,1.1214,1.1141,-0.0043,-0.43
20/06/2017,1.1134,1.1147,1.1166,1.1117,-0.0013,-0.13
21/06/2017,1.1168,1.1133,1.1171,1.1128,0.0031,0.31
22/06/2017,1.1153,1.1168,1.1179,1.114,-0.0013,-0.13
23/06/2017,1.1194,1.1152,1.1211,1.1145,0.0037,0.37
26/06/2017,1.1182,1.1202,1.1222,1.1173,-0.0011,-0.11
27/06/2017,1.1339,1.1183,1.1351,1.1178,0.014,1.4
28/06/2017,1.1378,1.1339,1.1392,1.1292,0.0034,0.34
29/06/2017,1.1441,1.1376,1.1446,1.1373,0.0055,0.55
30/06/2017,1.1426,1.1442,1.1448,1.1393,-0.0013,-0.13
3/7/2017,1.1364,1.1422,1.1431,1.1357,-0.0054,-0.54
4/7/2017,1.1345,1.1366,1.138,1.1338,-0.0017,-0.17
5/7/2017,1.1353,1.1345,1.1369,1.1312,0.0007,0.07
6/7/2017,1.1423,1.1351,1.1425,1.1329,0.0062,0.62
7/7/2017,1.1401,1.1423,1.144,1.1379,-0.0019,-0.19
10/7/2017,1.14,1.1391,1.1418,1.1381,-0.0001,-0.01
11/7/2017,1.1467,1.1399,1.1481,1.1383,0.0059,0.59
12/7/2017,1.1412,1.1467,1.1491,1.1392,-0.0048,-0.48
13/07/2017,1.1399,1.1413,1.1459,1.1373,-0.0011,-0.11
14/07/2017,1.1469,1.14,1.1473,1.1392,0.0061,0.61
17/07/2017,1.1479,1.1463,1.1488,1.1433,0.0009,0.09
18/07/2017,1.1555,1.1479,1.1585,1.1473,0.0066,0.66
19/07/2017,1.1515,1.1553,1.1559,1.1509,-0.0035,-0.35
20/07/2017,1.1631,1.1513,1.1657,1.1479,0.0101,1.01
21/07/2017,1.1663,1.1634,1.1684,1.162,0.0028,0.28
24/07/2017,1.1642,1.1662,1.1688,1.1628,-0.0018,-0.18
25/07/2017,1.1652,1.1639,1.1713,1.1631,0.0009,0.09
26/07/2017,1.1734,1.1648,1.1741,1.1613,0.007,0.7
27/07/2017,1.1677,1.1734,1.1777,1.1649,-0.0049,-0.49
28/07/2017,1.1752,1.1677,1.1765,1.1671,0.0064,0.64
31/07/2017,1.1842,1.1737,1.1847,1.1723,0.0077,0.77
1/8/2017,1.1801,1.1841,1.1846,1.1784,-0.0035,-0.35
2/8/2017,1.1856,1.1802,1.1911,1.1794,0.0047,0.47
3/8/2017,1.187,1.1856,1.1894,1.1831,0.0012,0.12
4/8/2017,1.1772,1.1871,1.1893,1.1731,-0.0083,-0.83
7/8/2017,1.1795,1.1768,1.1816,1.1768,0.002,0.2
8/8/2017,1.175,1.1794,1.1825,1.1714,-0.0038,-0.38
9/8/2017,1.1759,1.1752,1.1765,1.1689,0.0008,0.08
10/8/2017,1.1772,1.1759,1.1786,1.1704,0.0011,0.11
11/8/2017,1.182,1.1772,1.1846,1.1747,0.0041,0.41
14/08/2017,1.178,1.1806,1.184,1.177,-0.0034,-0.34
15/08/2017,1.1735,1.178,1.1794,1.1688,-0.0038,-0.38
16/08/2017,1.177,1.1734,1.178,1.1682,0.003,0.3
17/08/2017,1.1724,1.1767,1.179,1.1662,-0.0039,-0.39
18/08/2017,1.1762,1.1723,1.1775,1.1707,0.0032,0.32
21/08/2017,1.1816,1.175,1.183,1.1731,0.0046,0.46
22/08/2017,1.1762,1.1815,1.1826,1.1745,-0.0046,-0.46
23/08/2017,1.1808,1.1763,1.1825,1.174,0.0039,0.39
24/08/2017,1.1799,1.1807,1.1821,1.1784,-0.0008,-0.08
25/08/2017,1.1926,1.1799,1.1942,1.1773,0.0108,1.08
28/08/2017,1.1979,1.1926,1.1985,1.1917,0.0044,0.44
29/08/2017,1.1972,1.1978,1.2069,1.1944,-0.0006,-0.06
30/08/2017,1.1883,1.1974,1.1986,1.1881,-0.0074,-0.74
31/08/2017,1.191,1.1884,1.1914,1.1823,0.0023,0.23
1/9/2017,1.1859,1.1911,1.1981,1.185,-0.0043,-0.43
4/9/2017,1.1896,1.1858,1.1923,1.1853,0.0031,0.31
5/9/2017,1.1914,1.1896,1.1941,1.1868,0.0015,0.15
6/9/2017,1.1917,1.1914,1.1951,1.1903,0.0003,0.03
7/9/2017,1.2023,1.1917,1.2061,1.1914,0.0089,0.89
8/9/2017,1.2035,1.2024,1.2094,1.2016,0.001,0.1
11/9/2017,1.1953,1.2041,1.2041,1.1948,-0.0068,-0.68
12/9/2017,1.1967,1.1953,1.198,1.1926,0.0012,0.12
13/09/2017,1.1886,1.1968,1.1996,1.1873,-0.0068,-0.68
14/09/2017,1.1919,1.1884,1.1922,1.1837,0.0028,0.28
15/09/2017,1.1943,1.1919,1.1988,1.1901,0.002,0.2
18/09/2017,1.1954,1.1949,1.1971,1.1915,0.0009,0.09
19/09/2017,1.1994,1.1955,1.2008,1.195,0.0033,0.33
20/09/2017,1.1893,1.1994,1.2033,1.1862,-0.0084,-0.84
21/09/2017,1.1941,1.1894,1.1955,1.1866,0.004,0.4
22/09/2017,1.1954,1.1942,1.2006,1.1937,0.0011,0.11
25/09/2017,1.1848,1.1953,1.1962,1.1833,-0.0089,-0.89
26/09/2017,1.1793,1.1848,1.1863,1.1758,-0.0046,-0.46
27/09/2017,1.1744,1.1793,1.1797,1.1717,-0.0042,-0.42
28/09/2017,1.1786,1.1746,1.1805,1.1721,0.0036,0.36
29/09/2017,1.1814,1.1787,1.1834,1.1773,0.0024,0.24
2/10/2017,1.1732,1.1818,1.1818,1.173,-0.0069,-0.69
3/10/2017,1.1744,1.1733,1.1775,1.1696,0.001,0.1
4/10/2017,1.1759,1.1742,1.1789,1.1734,0.0013,0.13
5/10/2017,1.1711,1.1758,1.178,1.1698,-0.0041,-0.41
6/10/2017,1.1734,1.171,1.1739,1.1668,0.002,0.2
9/10/2017,1.174,1.1728,1.1757,1.1717,0.0005,0.05
10/10/2017,1.1806,1.1738,1.1825,1.1738,0.0056,0.56
11/10/2017,1.1859,1.1808,1.1871,1.1795,0.0045,0.45
12/10/2017,1.1831,1.1862,1.1881,1.1827,-0.0024,-0.24
13/10/2017,1.1823,1.1829,1.1875,1.1804,-0.0007,-0.07
16/10/2017,1.1797,1.1825,1.1827,1.178,-0.0022,-0.22
17/10/2017,1.1766,1.1797,1.1801,1.1734,-0.0026,-0.26
18/10/2017,1.1787,1.1764,1.1806,1.173,0.0018,0.18
19/10/2017,1.1852,1.1788,1.186,1.1768,0.0055,0.55
20/10/2017,1.1785,1.1853,1.1859,1.1763,-0.0057,-0.57
23/10/2017,1.1749,1.1773,1.1779,1.1725,-0.0031,-0.31
24/10/2017,1.1761,1.1749,1.1794,1.1743,0.001,0.1
25/10/2017,1.1813,1.176,1.1819,1.1752,0.0044,0.44
26/10/2017,1.165,1.1812,1.1837,1.1639,-0.0138,-1.38
27/10/2017,1.161,1.165,1.1659,1.1575,-0.0034,-0.34
30/10/2017,1.1651,1.1603,1.166,1.1594,0.0035,0.35
31/10/2017,1.1646,1.1651,1.1663,1.1625,-0.0004,-0.04
1/11/2017,1.1619,1.1646,1.1659,1.1607,-0.0023,-0.23
2/11/2017,1.1658,1.1619,1.1689,1.1613,0.0034,0.34
3/11/2017,1.1609,1.166,1.1692,1.1599,-0.0042,-0.42
6/11/2017,1.161,1.1609,1.1625,1.1579,0.0001,0.01
7/11/2017,1.1587,1.161,1.1618,1.1553,-0.002,-0.2
8/11/2017,1.1595,1.1587,1.1612,1.1578,0.0007,0.07
9/11/2017,1.1642,1.1596,1.1657,1.1586,0.0041,0.41
10/11/2017,1.1665,1.1642,1.168,1.1623,0.002,0.2
13/11/2017,1.1667,1.1666,1.1677,1.1638,0.0002,0.02
14/11/2017,1.1798,1.1667,1.1807,1.166,0.0112,1.12
15/11/2017,1.1792,1.1797,1.1861,1.1784,-0.0005,-0.05
16/11/2017,1.177,1.1792,1.1802,1.1756,-0.0019,-0.19
17/11/2017,1.1795,1.1771,1.1823,1.1766,0.0021,0.21
20/11/2017,1.1732,1.1789,1.1808,1.1721,-0.0053,-0.53
21/11/2017,1.1738,1.1732,1.1759,1.1713,0.0005,0.05
22/11/2017,1.1822,1.1738,1.1829,1.1733,0.0072,0.72
23/11/2017,1.1852,1.1822,1.1856,1.1812,0.0025,0.25
24/11/2017,1.193,1.185,1.1944,1.1835,0.0066,0.66
27/11/2017,1.1898,1.1933,1.1962,1.1896,-0.0027,-0.27
28/11/2017,1.1841,1.1898,1.1921,1.1827,-0.0048,-0.48
29/11/2017,1.1848,1.1841,1.1883,1.1816,0.0006,0.06
30/11/2017,1.1904,1.1847,1.1933,1.1809,0.0047,0.47
1/12/2017,1.1891,1.1904,1.1942,1.1851,-0.0011,-0.11
4/12/2017,1.1866,1.1882,1.189,1.183,-0.0021,-0.21
5/12/2017,1.1826,1.1866,1.1879,1.1801,-0.0034,-0.34
6/12/2017,1.1796,1.1825,1.1849,1.178,-0.0025,-0.25
7/12/2017,1.1773,1.1796,1.1816,1.1772,-0.0019,-0.19
8/12/2017,1.1764,1.1772,1.1778,1.1729,-0.0008,-0.08
11/12/2017,1.1768,1.1768,1.1812,1.1761,0.0003,0.03
12/12/2017,1.1742,1.177,1.1794,1.1718,-0.0022,-0.22
13/12/2017,1.1826,1.1743,1.1832,1.1729,0.0072,0.72
14/12/2017,1.1778,1.1826,1.1863,1.177,-0.0041,-0.41
15/12/2017,1.1754,1.1778,1.1814,1.1751,-0.002,-0.2
18/12/2017,1.1782,1.1753,1.1834,1.1737,0.0024,0.24
19/12/2017,1.184,1.1782,1.1851,1.1777,0.0049,0.49
20/12/2017,1.1871,1.184,1.1903,1.1829,0.0026,0.26
21/12/2017,1.1873,1.1871,1.1889,1.1848,0.0002,0.02
22/12/2017,1.1859,1.1874,1.1878,1.1817,-0.0012,-0.12
25/12/2017,1.1869,1.185,1.1882,1.1842,0.0008,0.08
26/12/2017,1.1859,1.1867,1.1879,1.1845,-0.0008,-0.08
27/12/2017,1.1888,1.1859,1.1912,1.1855,0.0024,0.24
28/12/2017,1.1943,1.1888,1.1961,1.1888,0.0046,0.46
29/12/2017,1.1998,1.1943,1.203,1.1937,0.0046,0.46
1/1/2018,1.201,1.2003,1.2014,1.1995,0.001,0.1
2/1/2018,1.2059,1.2013,1.2084,1.2003,0.0041,0.41
3/1/2018,1.2014,1.2058,1.207,1.2001,-0.0037,-0.37
4/1/2018,1.2068,1.2015,1.209,1.2004,0.0045,0.45
5/1/2018,1.203,1.2068,1.2085,1.2021,-0.0031,-0.31
8/1/2018,1.1967,1.2029,1.2054,1.1956,-0.0052,-0.52
9/1/2018,1.1937,1.1967,1.1977,1.1916,-0.0025,-0.25
10/1/2018,1.1947,1.1938,1.2019,1.1923,0.0008,0.08
11/1/2018,1.2032,1.1946,1.206,1.1928,0.0071,0.71
12/1/2018,1.2187,1.2033,1.219,1.2031,0.0129,1.29
15/01/2018,1.2263,1.2198,1.2298,1.2188,0.0062,0.62
16/01/2018,1.2261,1.2265,1.2284,1.2194,-0.0002,-0.02
17/01/2018,1.2186,1.226,1.2324,1.2176,-0.0061,-0.61
18/01/2018,1.2239,1.2186,1.2267,1.2165,0.0043,0.43
19/01/2018,1.2222,1.2236,1.2296,1.2219,-0.0014,-0.14
22/01/2018,1.2262,1.2268,1.2276,1.2214,0.0033,0.33
23/01/2018,1.2299,1.2263,1.2308,1.2223,0.003,0.3
24/01/2018,1.2408,1.2299,1.2417,1.2293,0.0089,0.89
25/01/2018,1.2396,1.2408,1.2537,1.2364,-0.001,-0.1
26/01/2018,1.2421,1.2395,1.2495,1.2371,0.002,0.2
29/01/2018,1.2383,1.2427,1.2436,1.2336,-0.0031,-0.31
30/01/2018,1.2402,1.2383,1.2455,1.2335,0.0015,0.15
31/01/2018,1.2421,1.2401,1.2476,1.2386,0.0015,0.15
1/2/2018,1.251,1.2414,1.2524,1.2386,0.0072,0.72
2/2/2018,1.2462,1.2508,1.2519,1.2409,-0.0038,-0.38
5/2/2018,1.2368,1.2455,1.2475,1.2362,-0.0075,-0.75
6/2/2018,1.2377,1.2367,1.2434,1.2314,0.0007,0.07
7/2/2018,1.2264,1.2378,1.2407,1.2247,-0.0091,-0.91
8/2/2018,1.2247,1.2264,1.2297,1.2212,-0.0014,-0.14
9/2/2018,1.2235,1.2245,1.2289,1.2206,-0.001,-0.1
12/2/2018,1.2292,1.2253,1.2298,1.2234,0.0047,0.47
13/02/2018,1.2352,1.2293,1.2373,1.2285,0.0049,0.49
14/02/2018,1.245,1.2352,1.2467,1.2276,0.0079,0.79
15/02/2018,1.2506,1.2449,1.2511,1.2447,0.0045,0.45
16/02/2018,1.2406,1.2506,1.2557,1.2394,-0.008,-0.8
19/02/2018,1.2408,1.2409,1.2435,1.2368,0.0002,0.02
20/02/2018,1.2338,1.2409,1.2414,1.232,-0.0056,-0.56
21/02/2018,1.2284,1.2338,1.2361,1.2281,-0.0044,-0.44
22/02/2018,1.2331,1.2283,1.2354,1.226,0.0038,0.38
23/02/2018,1.2293,1.2329,1.2337,1.2279,-0.0031,-0.31
26/02/2018,1.2318,1.2299,1.2356,1.2278,0.002,0.2
27/02/2018,1.2232,1.2317,1.2348,1.2221,-0.007,-0.7
28/02/2018,1.2194,1.2232,1.2243,1.2188,-0.0031,-0.31
1/3/2018,1.2268,1.2193,1.2272,1.2153,0.0061,0.61
2/3/2018,1.2317,1.2266,1.2336,1.225,0.004,0.4
5/3/2018,1.2336,1.2323,1.2366,1.2268,0.0015,0.15
6/3/2018,1.2404,1.2336,1.2422,1.2328,0.0055,0.55
7/3/2018,1.2413,1.2404,1.2445,1.2385,0.0007,0.07
8/3/2018,1.2312,1.2411,1.2448,1.2298,-0.0081,-0.81
9/3/2018,1.2307,1.2312,1.2336,1.2273,-0.0004,-0.04
12/3/2018,1.2334,1.2311,1.2347,1.2291,0.0022,0.22
13/03/2018,1.239,1.2334,1.2408,1.2314,0.0045,0.45
14/03/2018,1.2367,1.239,1.2414,1.2347,-0.0019,-0.19
15/03/2018,1.2305,1.2366,1.2385,1.2299,-0.005,-0.5
16/03/2018,1.2289,1.2305,1.2338,1.2261,-0.0013,-0.13
19/03/2018,1.2335,1.2284,1.2361,1.2258,0.0037,0.37
20/03/2018,1.2242,1.2335,1.2356,1.2239,-0.0075,-0.75
21/03/2018,1.2338,1.2242,1.2351,1.2241,0.0078,0.78
22/03/2018,1.2302,1.2337,1.2389,1.2285,-0.0029,-0.29
23/03/2018,1.2353,1.2302,1.2375,1.2301,0.0041,0.41
26/03/2018,1.2443,1.2348,1.2463,1.2341,0.0073,0.73
