Date,Close,Open,High,Low
18/07/2019,1.1275,1.1224,1.1281,1.1205
19/07/2019,1.122,1.1277,1.1283,1.1203
22/07/2019,1.1208,1.1218,1.1226,1.1206
23/07/2019,1.1151,1.121,1.1211,1.1145
24/07/2019,1.1139,1.1152,1.1159,1.1127
25/07/2019,1.1145,1.1141,1.1188,1.1101
26/07/2019,1.1125,1.1147,1.1151,1.1112
29/07/2019,1.1144,1.1127,1.1151,1.1113
30/07/2019,1.1153,1.1144,1.1162,1.1132
31/07/2019,1.1074,1.1155,1.1163,1.1059
1/8/2019,1.1083,1.1076,1.1096,1.1027
2/8/2019,1.1107,1.1085,1.1118,1.107
5/8/2019,1.1202,1.1103,1.1214,1.1103
6/8/2019,1.1198,1.1203,1.125,1.1168
7/8/2019,1.1197,1.1199,1.1243,1.1179
8/8/2019,1.1178,1.1199,1.1233,1.1177
9/8/2019,1.1198,1.118,1.1223,1.1179
12/8/2019,1.1212,1.1204,1.1231,1.1162
13/08/2019,1.1169,1.1214,1.1229,1.117
14/08/2019,1.1138,1.1171,1.1192,1.113
15/08/2019,1.1106,1.1139,1.1159,1.1091
16/08/2019,1.1089,1.1107,1.1114,1.1066
19/08/2019,1.1076,1.1092,1.1114,1.1076
20/08/2019,1.1099,1.1079,1.1107,1.1065
21/08/2019,1.1083,1.11,1.1108,1.108
22/08/2019,1.1078,1.1085,1.1114,1.1063
23/08/2019,1.1144,1.1079,1.1154,1.1051
26/08/2019,1.11,1.1145,1.1166,1.1093
27/08/2019,1.109,1.1103,1.1116,1.1085
28/08/2019,1.1077,1.1091,1.1099,1.1072
29/08/2019,1.1055,1.1077,1.1092,1.1042
30/08/2019,1.0989,1.1056,1.1062,1.0963
2/9/2019,1.0966,1.0989,1.1,1.0957
3/9/2019,1.0972,1.097,1.0979,1.0926
4/9/2019,1.1033,1.0974,1.1039,1.0968
5/9/2019,1.1033,1.1037,1.1085,1.1016
6/9/2019,1.1027,1.1034,1.1057,1.102
9/9/2019,1.1046,1.1024,1.1069,1.1015
10/9/2019,1.1043,1.1047,1.1061,1.103
11/9/2019,1.1009,1.1044,1.1056,1.0984
12/9/2019,1.1061,1.1011,1.1087,1.0927
13/09/2019,1.1073,1.1063,1.111,1.1055
16/09/2019,1.1,1.1087,1.1093,1.0993
17/09/2019,1.1071,1.1,1.1076,1.099
18/09/2019,1.1029,1.1073,1.1077,1.1013
19/09/2019,1.104,1.103,1.1075,1.1022
20/09/2019,1.1017,1.1042,1.1069,1.0996
23/09/2019,1.0991,1.1016,1.1027,1.0965
24/09/2019,1.1018,1.0994,1.1025,1.0983
25/09/2019,1.0941,1.102,1.1025,1.0937
26/09/2019,1.0921,1.0942,1.0969,1.0908
27/09/2019,1.0938,1.0921,1.096,1.0905
30/09/2019,1.0898,1.094,1.0948,1.0884
1/10/2019,1.093,1.09,1.0943,1.0878
2/10/2019,1.0958,1.0933,1.0964,1.0904
3/10/2019,1.0964,1.0959,1.1,1.0941
4/10/2019,1.0976,1.0963,1.0999,1.0956
7/10/2019,1.097,1.0976,1.1001,1.0962
8/10/2019,1.0954,1.0971,1.0997,1.0941
9/10/2019,1.0969,1.0956,1.0991,1.0951
10/10/2019,1.1004,1.0971,1.1035,1.097
11/10/2019,1.104,1.1006,1.1063,1.1
14/10/2019,1.1028,1.1044,1.105,1.1013
15/10/2019,1.1031,1.1028,1.1047,1.0991
16/10/2019,1.107,1.1033,1.1086,1.1021
17/10/2019,1.1122,1.1072,1.1141,1.1064
18/10/2019,1.1169,1.1125,1.1173,1.1114
21/10/2019,1.1148,1.1143,1.118,1.1137
22/10/2019,1.1124,1.115,1.1158,1.1118
23/10/2019,1.1129,1.1125,1.1141,1.1106
24/10/2019,1.1104,1.1131,1.1164,1.1092
25/10/2019,1.1078,1.1104,1.1123,1.1072
28/10/2019,1.1098,1.1082,1.1108,1.1076
29/10/2019,1.111,1.1099,1.112,1.1073
30/10/2019,1.1148,1.1112,1.1152,1.1079
31/10/2019,1.115,1.1151,1.1176,1.113
1/11/2019,1.1165,1.1152,1.1172,1.1128
4/11/2019,1.1126,1.1165,1.1176,1.1124
5/11/2019,1.1074,1.1128,1.1141,1.1063
6/11/2019,1.1065,1.1075,1.1094,1.1064
7/11/2019,1.1049,1.1066,1.1092,1.1035
8/11/2019,1.1016,1.105,1.1056,1.1016
11/11/2019,1.1032,1.1022,1.1044,1.1016
12/11/2019,1.1007,1.1033,1.104,1.1002
13/11/2019,1.1006,1.101,1.1021,1.0994
14/11/2019,1.1021,1.1006,1.1028,1.0989
15/11/2019,1.105,1.1021,1.1058,1.1014
18/11/2019,1.107,1.1052,1.1091,1.1048
19/11/2019,1.1078,1.1072,1.1085,1.1062
20/11/2019,1.1072,1.1078,1.1083,1.1053
21/11/2019,1.1057,1.1074,1.1098,1.1051
22/11/2019,1.1022,1.1058,1.1086,1.1014
25/11/2019,1.1013,1.1024,1.1033,1.1004
26/11/2019,1.1018,1.1014,1.1027,1.1006
27/11/2019,1.0998,1.102,1.1026,1.0991
28/11/2019,1.1007,1.0999,1.1019,1.0999
29/11/2019,1.1015,1.1008,1.1029,1.098
2/12/2019,1.1077,1.1014,1.109,1.1003
3/12/2019,1.1081,1.1078,1.1094,1.1065
4/12/2019,1.1076,1.1082,1.1116,1.1066
5/12/2019,1.1102,1.1079,1.1109,1.1077
6/12/2019,1.1057,1.1105,1.1111,1.104
9/12/2019,1.1062,1.1055,1.1079,1.1052
10/12/2019,1.1092,1.1063,1.1099,1.1062
11/12/2019,1.1128,1.1092,1.1145,1.107
12/12/2019,1.1128,1.113,1.1155,1.1102
13/12/2019,1.1119,1.1129,1.12,1.1111
16/12/2019,1.1142,1.1122,1.1159,1.1122
17/12/2019,1.1149,1.1143,1.1176,1.1128
18/12/2019,1.1111,1.115,1.1156,1.111
19/12/2019,1.112,1.1113,1.1145,1.1107
20/12/2019,1.1078,1.1122,1.1127,1.1065
23/12/2019,1.1086,1.1081,1.1097,1.1069
24/12/2019,1.1087,1.1089,1.1095,1.1069
25/12/2019,1.109,1.1089,1.1107,1.1073
26/12/2019,1.1096,1.1091,1.111,1.1082
27/12/2019,1.1175,1.1097,1.1188,1.1095
30/12/2019,1.1197,1.1175,1.1223,1.117
31/12/2019,1.121,1.1198,1.124,1.1198
1/1/2020,1.121,1.1213,1.1223,1.1205
2/1/2020,1.117,1.1212,1.1227,1.1163
3/1/2020,1.1158,1.1172,1.1181,1.1125
6/1/2020,1.1193,1.1168,1.1207,1.1155
7/1/2020,1.1151,1.1198,1.1198,1.1133
8/1/2020,1.1103,1.1154,1.1169,1.1101
9/1/2020,1.1105,1.1106,1.1121,1.1092
10/1/2020,1.112,1.1106,1.113,1.1085
13/01/2020,1.1133,1.1125,1.1148,1.1112
14/01/2020,1.1127,1.1135,1.1145,1.1104
15/01/2020,1.1149,1.113,1.1164,1.1118
16/01/2020,1.1135,1.1151,1.1173,1.1128
17/01/2020,1.1088,1.1136,1.1143,1.1085
20/01/2020,1.1094,1.1092,1.1104,1.1076
21/01/2020,1.1082,1.1095,1.1119,1.108
22/01/2020,1.1091,1.1084,1.1099,1.107
23/01/2020,1.1052,1.1092,1.1109,1.1036
24/01/2020,1.1023,1.1055,1.1063,1.102
27/01/2020,1.1016,1.1021,1.1039,1.1009
28/01/2020,1.102,1.1019,1.1026,1.0998
29/01/2020,1.1009,1.1022,1.1028,1.0991
30/01/2020,1.103,1.101,1.104,1.1006
31/01/2020,1.1093,1.1032,1.1097,1.1016
3/2/2020,1.1058,1.1092,1.1096,1.1035
4/2/2020,1.1042,1.1059,1.1065,1.1033
5/2/2020,1.0997,1.1044,1.1049,1.0993
6/2/2020,1.098,1.0999,1.1014,1.0964
7/2/2020,1.0943,1.0983,1.0986,1.0941
10/2/2020,1.0909,1.0951,1.0958,1.0907
11/2/2020,1.0914,1.0911,1.0926,1.0891
12/2/2020,1.0871,1.0916,1.0927,1.0864
13/02/2020,1.084,1.0874,1.089,1.0833
14/02/2020,1.083,1.0841,1.0862,1.0827
17/02/2020,1.0834,1.0832,1.0852,1.0821
18/02/2020,1.0791,1.0838,1.0839,1.0785
19/02/2020,1.0804,1.0791,1.0812,1.0782
20/02/2020,1.0783,1.0806,1.0821,1.0776
21/02/2020,1.0843,1.0785,1.0864,1.0783
24/02/2020,1.0852,1.0841,1.0872,1.0805
25/02/2020,1.0879,1.0854,1.0891,1.0829
26/02/2020,1.0879,1.0881,1.091,1.0855
27/02/2020,1.0998,1.0881,1.1006,1.0878
28/02/2020,1.1025,1.1001,1.1054,1.095
2/3/2020,1.1132,1.1003,1.1186,1.1003
3/3/2020,1.1171,1.1133,1.1214,1.1095
4/3/2020,1.1134,1.1172,1.1187,1.1094
5/3/2020,1.1239,1.1136,1.1245,1.1119
6/3/2020,1.1285,1.1238,1.1356,1.1212
9/3/2020,1.1447,1.1292,1.1494,1.1284
10/3/2020,1.1279,1.1446,1.1459,1.1274
11/3/2020,1.1267,1.128,1.1367,1.1257
12/3/2020,1.1183,1.1269,1.1334,1.1055
13/03/2020,1.1105,1.1185,1.1222,1.1054
16/03/2020,1.1181,1.1085,1.1237,1.1046
17/03/2020,1.0996,1.1183,1.119,1.0955
18/03/2020,1.0913,1.0997,1.1046,1.0802
19/03/2020,1.069,1.0915,1.0982,1.0654
20/03/2020,1.0694,1.0691,1.0832,1.0637
23/03/2020,1.0721,1.0696,1.0828,1.0637
24/03/2020,1.0787,1.0726,1.0889,1.0722
25/03/2020,1.088,1.0789,1.0895,1.0761
26/03/2020,1.1028,1.0881,1.1059,1.0869
27/03/2020,1.114,1.103,1.1148,1.0953
30/03/2020,1.1046,1.1136,1.1145,1.101
31/03/2020,1.1029,1.1049,1.1056,1.0926
1/4/2020,1.0962,1.1031,1.104,1.0903
2/4/2020,1.0856,1.0964,1.097,1.082
3/4/2020,1.0808,1.0858,1.0865,1.0773
6/4/2020,1.0791,1.0813,1.0835,1.0768
7/4/2020,1.0889,1.0793,1.0926,1.0783
8/4/2020,1.0856,1.0891,1.0904,1.0829
9/4/2020,1.0927,1.0857,1.0953,1.0841
10/4/2020,1.0935,1.093,1.0953,1.0919
13/04/2020,1.0913,1.0941,1.0969,1.0892
14/04/2020,1.0979,1.0914,1.0988,1.0904
15/04/2020,1.0907,1.098,1.0991,1.0856
16/04/2020,1.0835,1.0911,1.0913,1.0817
17/04/2020,1.0876,1.0835,1.0893,1.0812
20/04/2020,1.0862,1.0875,1.0898,1.0841
21/04/2020,1.0856,1.0862,1.0882,1.0816
22/04/2020,1.0822,1.0857,1.0886,1.0802
23/04/2020,1.0776,1.0824,1.0848,1.0755
24/04/2020,1.082,1.0778,1.0831,1.0726
27/04/2020,1.0828,1.0809,1.0862,1.0808
28/04/2020,1.0818,1.0829,1.089,1.081
29/04/2020,1.0873,1.0819,1.0886,1.0818
30/04/2020,1.0955,1.0872,1.0973,1.0833
1/5/2020,1.0983,1.0956,1.1019,1.0934
4/5/2020,1.0906,1.098,1.098,1.0895
5/5/2020,1.0838,1.0907,1.0927,1.0826
6/5/2020,1.0794,1.0836,1.0848,1.0782
7/5/2020,1.0832,1.0795,1.0835,1.0766
8/5/2020,1.084,1.0833,1.0876,1.0814
11/5/2020,1.0806,1.0838,1.0851,1.08
12/5/2020,1.0846,1.0807,1.0885,1.0784
13/05/2020,1.0816,1.0848,1.0897,1.0811
14/05/2020,1.0804,1.0819,1.0826,1.0775
15/05/2020,1.0815,1.0805,1.0851,1.0789
18/05/2020,1.0912,1.0816,1.0927,1.0799
19/05/2020,1.0921,1.0913,1.0977,1.0901
20/05/2020,1.0977,1.0928,1.1,1.0918
21/05/2020,1.0949,1.0979,1.101,1.0936
22/05/2020,1.09,1.0949,1.0961,1.0885
25/05/2020,1.0899,1.0903,1.0915,1.087
26/05/2020,1.098,1.0899,1.0997,1.0891
27/05/2020,1.1003,1.0983,1.1032,1.0934
28/05/2020,1.1076,1.1005,1.1094,1.0991
29/05/2020,1.1098,1.1078,1.1146,1.107
1/6/2020,1.1134,1.1097,1.1155,1.1095
2/6/2020,1.1169,1.1137,1.1197,1.1114
3/6/2020,1.1232,1.1172,1.1257,1.1166
4/6/2020,1.1336,1.1234,1.1363,1.1194
5/6/2020,1.1284,1.1337,1.1385,1.1278
8/6/2020,1.1292,1.1289,1.1321,1.1267
9/6/2020,1.134,1.1297,1.1365,1.1241
10/6/2020,1.1369,1.134,1.1423,1.1322
11/6/2020,1.1297,1.1373,1.1404,1.1287
12/6/2020,1.1254,1.1299,1.1341,1.1212
15/06/2020,1.1322,1.1245,1.1334,1.1226
16/06/2020,1.1263,1.1325,1.1353,1.1228
17/06/2020,1.1243,1.1264,1.1295,1.1207
18/06/2020,1.1202,1.1244,1.1264,1.1185
19/06/2020,1.1175,1.1205,1.1255,1.1168
22/06/2020,1.1258,1.1185,1.1271,1.1168
23/06/2020,1.1306,1.1259,1.135,1.1233
24/06/2020,1.125,1.1308,1.1327,1.1248
25/06/2020,1.1217,1.1251,1.1261,1.119
26/06/2020,1.1217,1.1218,1.1241,1.1194
29/06/2020,1.124,1.1227,1.1289,1.1216
30/06/2020,1.1231,1.1242,1.1263,1.1191
1/7/2020,1.125,1.1233,1.1276,1.1185
2/7/2020,1.1238,1.1252,1.1303,1.1222
3/7/2020,1.1248,1.1239,1.1254,1.1219
6/7/2020,1.1308,1.1242,1.1346,1.124
7/7/2020,1.127,1.1308,1.1334,1.1258
8/7/2020,1.1329,1.1273,1.1352,1.1262
9/7/2020,1.1281,1.1329,1.1372,1.1279
10/7/2020,1.1298,1.1285,1.1326,1.1255
13/07/2020,1.134,1.13,1.1375,1.1297
14/07/2020,1.1396,1.1343,1.1409,1.1324
15/07/2020,1.141,1.14,1.1452,1.1391
16/07/2020,1.1383,1.1411,1.1443,1.137
17/07/2020,1.1426,1.1384,1.1444,1.1377
20/07/2020,1.1444,1.141,1.1468,1.1401
21/07/2020,1.1526,1.1447,1.154,1.1422
22/07/2020,1.1568,1.1528,1.1602,1.1507
23/07/2020,1.1594,1.1575,1.1628,1.1539
24/07/2020,1.1654,1.1597,1.1659,1.158
27/07/2020,1.1751,1.1646,1.1782,1.1637
28/07/2020,1.1714,1.1753,1.1774,1.1698
29/07/2020,1.179,1.1718,1.1807,1.1714
30/07/2020,1.1846,1.1788,1.1849,1.1731
31/07/2020,1.1774,1.1846,1.191,1.176
3/8/2020,1.1761,1.1783,1.1797,1.1696
4/8/2020,1.18,1.1765,1.1807,1.172
5/8/2020,1.1861,1.1802,1.1906,1.1793
6/8/2020,1.1875,1.1863,1.1917,1.1818
7/8/2020,1.1786,1.1877,1.1884,1.1755
10/8/2020,1.1736,1.1788,1.1803,1.1736
11/8/2020,1.1739,1.1738,1.1808,1.1722
12/8/2020,1.1782,1.174,1.1816,1.171
13/08/2020,1.1812,1.1786,1.1865,1.1781
14/08/2020,1.1841,1.1815,1.1852,1.1782
17/08/2020,1.1869,1.184,1.1882,1.1829
18/08/2020,1.1929,1.187,1.1967,1.1865
19/08/2020,1.1836,1.1931,1.1954,1.183
20/08/2020,1.1859,1.1839,1.1869,1.1802
21/08/2020,1.1795,1.186,1.1883,1.1754
24/08/2020,1.1787,1.1787,1.1851,1.1783
25/08/2020,1.1833,1.1793,1.1845,1.1783
26/08/2020,1.1829,1.1834,1.1841,1.1772
27/08/2020,1.1821,1.1831,1.1902,1.1762
28/08/2020,1.1903,1.1822,1.192,1.181
31/08/2020,1.1936,1.1899,1.1967,1.1883
1/9/2020,1.191,1.1936,1.2012,1.1901
2/9/2020,1.1853,1.1911,1.1931,1.1822
3/9/2020,1.1849,1.1852,1.1866,1.1789
4/9/2020,1.1838,1.185,1.1866,1.1781
7/9/2020,1.1817,1.1833,1.1849,1.1811
8/9/2020,1.1779,1.1817,1.1829,1.1765
9/9/2020,1.1802,1.1777,1.1834,1.1753
10/9/2020,1.1813,1.1801,1.1918,1.18
11/9/2020,1.1845,1.1814,1.1875,1.1812
14/09/2020,1.1868,1.184,1.1889,1.183
15/09/2020,1.1845,1.1865,1.1901,1.1839
16/09/2020,1.1814,1.185,1.1883,1.1787
17/09/2020,1.1847,1.1816,1.1854,1.1737
18/09/2020,1.1837,1.1848,1.1871,1.1826
21/09/2020,1.1769,1.1848,1.1873,1.1731
22/09/2020,1.1706,1.177,1.1774,1.1691
23/09/2020,1.1659,1.1708,1.1719,1.1651
24/09/2020,1.1672,1.166,1.1688,1.1626
25/09/2020,1.163,1.1671,1.1686,1.1612
28/09/2020,1.1664,1.1638,1.1679,1.1615
29/09/2020,1.1742,1.1666,1.1746,1.166
30/09/2020,1.1718,1.1743,1.1756,1.1684
1/10/2020,1.1747,1.1719,1.177,1.1717
2/10/2020,1.1713,1.1748,1.1751,1.1695
5/10/2020,1.1781,1.1716,1.1798,1.1707
6/10/2020,1.1734,1.1782,1.1809,1.1731
7/10/2020,1.176,1.1735,1.1783,1.1724
8/10/2020,1.1758,1.1762,1.1782,1.1732
9/10/2020,1.1824,1.1759,1.1832,1.1753
12/10/2020,1.1813,1.1819,1.1827,1.1786
13/10/2020,1.1744,1.1813,1.1817,1.1731
14/10/2020,1.1746,1.1746,1.1772,1.1719
15/10/2020,1.1706,1.1747,1.176,1.1688
16/10/2020,1.1718,1.1708,1.1746,1.1694
19/10/2020,1.1766,1.1722,1.1795,1.1703
20/10/2020,1.1821,1.1769,1.1841,1.176
21/10/2020,1.1861,1.1822,1.1882,1.1821
22/10/2020,1.1816,1.1862,1.1868,1.1811
23/10/2020,1.1859,1.1819,1.1866,1.1787
26/10/2020,1.1808,1.1858,1.1861,1.1803
27/10/2020,1.1795,1.181,1.1839,1.1793
28/10/2020,1.1744,1.1796,1.1798,1.1717
29/10/2020,1.1674,1.1746,1.176,1.165
30/10/2020,1.1647,1.1674,1.1705,1.1639
2/11/2020,1.164,1.1658,1.1658,1.1622
3/11/2020,1.1711,1.164,1.174,1.1633
4/11/2020,1.1722,1.1715,1.177,1.1603
5/11/2020,1.1821,1.1725,1.1861,1.171
6/11/2020,1.1872,1.1826,1.1891,1.1795
9/11/2020,1.1813,1.1882,1.192,1.1795
10/11/2020,1.1814,1.1812,1.1844,1.178
11/11/2020,1.1777,1.181,1.1834,1.1745
12/11/2020,1.1804,1.1777,1.1824,1.1758
13/11/2020,1.1832,1.1805,1.1838,1.1798
16/11/2020,1.1853,1.1829,1.1869,1.1813
17/11/2020,1.1861,1.1852,1.1895,1.1842
18/11/2020,1.1852,1.1863,1.1892,1.1848
19/11/2020,1.1873,1.1853,1.1883,1.1816
20/11/2020,1.1853,1.1875,1.1891,1.1849
23/11/2020,1.184,1.1853,1.1906,1.18
24/11/2020,1.1888,1.1842,1.1897,1.1837
25/11/2020,1.1913,1.1891,1.1931,1.1882
26/11/2020,1.1913,1.1916,1.1941,1.1884
27/11/2020,1.1962,1.1914,1.1965,1.1907
30/11/2020,1.1928,1.1957,1.2004,1.1924
1/12/2020,1.207,1.1928,1.2077,1.1926
2/12/2020,1.2115,1.207,1.2119,1.204
3/12/2020,1.214,1.2115,1.2177,1.21
4/12/2020,1.212,1.2142,1.2178,1.211
7/12/2020,1.2108,1.2128,1.2167,1.2078
8/12/2020,1.2101,1.2109,1.2134,1.2095
9/12/2020,1.2081,1.2103,1.2148,1.2059
10/12/2020,1.2136,1.2083,1.216,1.2075
11/12/2020,1.2111,1.2137,1.2163,1.2105
14/12/2020,1.2143,1.2131,1.2177,1.2115
15/12/2020,1.2151,1.2143,1.217,1.2121
16/12/2020,1.2197,1.2152,1.2213,1.2125
17/12/2020,1.2266,1.2199,1.2274,1.2191
18/12/2020,1.2255,1.2268,1.2273,1.2225
21/12/2020,1.2242,1.2242,1.2254,1.2129
22/12/2020,1.2161,1.2244,1.2257,1.2151
23/12/2020,1.2185,1.2163,1.2221,1.2154
24/12/2020,1.2186,1.2188,1.2217,1.2177
25/12/2020,1.2204,1.2186,1.2212,1.2165
28/12/2020,1.2214,1.2202,1.2251,1.2181
29/12/2020,1.2247,1.2217,1.2276,1.2207
30/12/2020,1.2295,1.2248,1.2311,1.2246
31/12/2020,1.2213,1.2298,1.231,1.2209
1/1/2021,1.2212,1.2216,1.2217,1.221
4/1/2021,1.2248,1.2231,1.231,1.2223
5/1/2021,1.2294,1.2247,1.2307,1.2246
6/1/2021,1.2325,1.2296,1.235,1.2265
7/1/2021,1.227,1.2327,1.2346,1.2244
8/1/2021,1.2218,1.2273,1.2284,1.2191
11/1/2021,1.2149,1.2217,1.2227,1.2132
12/1/2021,1.2207,1.2152,1.2211,1.2136
13/01/2021,1.2157,1.2208,1.2224,1.214
14/01/2021,1.2156,1.2157,1.2179,1.2111
15/01/2021,1.2078,1.2155,1.2163,1.2074
18/01/2021,1.2076,1.2085,1.2091,1.2054
19/01/2021,1.2128,1.2078,1.2146,1.2074
20/01/2021,1.2104,1.2127,1.2158,1.2076
21/01/2021,1.2162,1.2106,1.2175,1.2103
22/01/2021,1.2167,1.2164,1.2191,1.2151
25/01/2021,1.2137,1.2168,1.2184,1.2115
26/01/2021,1.216,1.2138,1.2177,1.2107
27/01/2021,1.2108,1.216,1.217,1.2057
28/01/2021,1.2121,1.2109,1.2142,1.2079
29/01/2021,1.2136,1.2121,1.2156,1.2093
1/2/2021,1.2059,1.214,1.2146,1.2054
2/2/2021,1.2042,1.2059,1.2089,1.2011
3/2/2021,1.2034,1.2044,1.205,1.2003
4/2/2021,1.1962,1.2033,1.2043,1.1957
5/2/2021,1.2042,1.1964,1.205,1.1952
8/2/2021,1.2048,1.2042,1.2067,1.2019
9/2/2021,1.2117,1.2048,1.2122,1.2045
10/2/2021,1.2116,1.2119,1.2145,1.2108
11/2/2021,1.2128,1.2118,1.215,1.2112
12/2/2021,1.2118,1.213,1.2135,1.2081
15/02/2021,1.2127,1.2123,1.2146,1.2116
16/02/2021,1.2104,1.213,1.217,1.2095
17/02/2021,1.2036,1.2107,1.2111,1.2023
18/02/2021,1.2088,1.2037,1.2096,1.2035
19/02/2021,1.2117,1.2091,1.2145,1.2082
22/02/2021,1.2154,1.2117,1.217,1.2091
23/02/2021,1.2149,1.2155,1.2181,1.2135
24/02/2021,1.2164,1.215,1.2176,1.2109
25/02/2021,1.2176,1.2163,1.2243,1.2155
26/02/2021,1.2074,1.2176,1.2185,1.2062
1/3/2021,1.2047,1.2079,1.2102,1.2027
2/3/2021,1.2089,1.2049,1.2095,1.1991
3/3/2021,1.2062,1.2091,1.2113,1.2042
4/3/2021,1.1966,1.2063,1.2068,1.1961
5/3/2021,1.1917,1.1968,1.1978,1.1894
8/3/2021,1.1843,1.1922,1.1933,1.1844
9/3/2021,1.1898,1.1847,1.1917,1.1835
10/3/2021,1.1925,1.19,1.1931,1.1868
11/3/2021,1.1984,1.1928,1.199,1.1916
12/3/2021,1.1952,1.1983,1.199,1.191
15/03/2021,1.1928,1.1952,1.1968,1.1911
16/03/2021,1.19,1.1929,1.1953,1.1882
17/03/2021,1.1978,1.1906,1.1986,1.1885
18/03/2021,1.1915,1.1979,1.199,1.1906
19/03/2021,1.1903,1.1915,1.1939,1.1874
22/03/2021,1.1931,1.1899,1.1947,1.1871
23/03/2021,1.1849,1.1935,1.1941,1.1841
24/03/2021,1.1812,1.1851,1.1854,1.1809
25/03/2021,1.1764,1.1813,1.1829,1.1761
26/03/2021,1.1796,1.1763,1.1805,1.1763
29/03/2021,1.1762,1.1795,1.1797,1.176
30/03/2021,1.1714,1.1764,1.1774,1.1711
31/03/2021,1.1728,1.1716,1.176,1.1703
1/4/2021,1.1775,1.1731,1.1781,1.1712
2/4/2021,1.1762,1.1777,1.1788,1.1748
5/4/2021,1.1811,1.1761,1.182,1.1738
6/4/2021,1.1875,1.1814,1.1878,1.1795
7/4/2021,1.187,1.1875,1.1916,1.1861
8/4/2021,1.1912,1.1867,1.1928,1.1861
9/4/2021,1.1896,1.1913,1.1921,1.1867
12/4/2021,1.1909,1.1891,1.192,1.187
13/04/2021,1.1946,1.1911,1.1956,1.1878
14/04/2021,1.1978,1.1948,1.1988,1.1947
15/04/2021,1.1965,1.198,1.1995,1.1955
16/04/2021,1.1983,1.1967,1.1996,1.195
19/04/2021,1.2033,1.1984,1.2049,1.1942
20/04/2021,1.2033,1.2036,1.2081,1.2022
21/04/2021,1.2033,1.2037,1.2045,1.1998
22/04/2021,1.2015,1.2035,1.207,1.1993
23/04/2021,1.2099,1.2015,1.21,1.2012
26/04/2021,1.2083,1.2093,1.2118,1.2061
27/04/2021,1.209,1.2086,1.2093,1.2056
28/04/2021,1.2123,1.2091,1.2135,1.2055
29/04/2021,1.2118,1.2126,1.215,1.2102
30/04/2021,1.2018,1.2116,1.2127,1.2016
3/5/2021,1.2061,1.2031,1.2076,1.2012
4/5/2021,1.2013,1.2064,1.2066,1.1998
5/5/2021,1.2005,1.2013,1.2027,1.1985
6/5/2021,1.2064,1.2005,1.2072,1.1992
7/5/2021,1.2163,1.2066,1.2172,1.2053
10/5/2021,1.2129,1.2161,1.2178,1.2127
11/5/2021,1.2146,1.2129,1.2182,1.2122
12/5/2021,1.2069,1.2148,1.2153,1.2065
13/05/2021,1.2078,1.2073,1.2108,1.205
14/05/2021,1.214,1.208,1.215,1.207
17/05/2021,1.2151,1.214,1.217,1.2126
18/05/2021,1.222,1.2153,1.2234,1.2151
19/05/2021,1.2172,1.2222,1.2246,1.216
20/05/2021,1.2226,1.2171,1.223,1.2169
21/05/2021,1.2231,1.2226,1.2239,1.2224
